env_id,alg_id,search_runtime,max_trial_length,rollouts_per_mc_eval,num_repeats,num_threads
resource-gathering-timed-v0,smdents,20,50,1024,5,16

hp_opt_iter,sm_l_inf_thresh,sm_split_visit_thresh,smbts_search_temp,smbts_epsilon,smbts_use_search_temp_decay,smbts_search_temp_decay_visits_scale,smdents_entropy_temp_init,smdents_entropy_temp_visits_scale,eval(mc_estimate_expected_utility),best_eval_so_far
164,0.277091,83,76.913,0.000146669,0,73.5932,19.5724,39.5867,-0.24005,-0.23058
165,0.328701,85,25.4753,0.313636,0,19.5798,0.00742798,63.1854,-0.240694,-0.23058
166,0.167415,99,54.9819,0.175446,0,59.2893,0.0105511,62.4826,-0.231613,-0.23058
167,0.318895,77,65.6351,0.336307,0,42.133,0.0110388,30.5173,-0.240704,-0.23058
168,0.0629534,73,15.7155,0.496227,1,100,35.0727,45.2713,-0.234324,-0.23058
169,0.393707,84,45.6725,0.248599,0,42.6276,76.2533,99.9973,-0.238135,-0.23058
170,0.151532,38,70.4249,0.212952,0,7.7991,63.6505,74.0775,-0.2374,-0.23058
171,0.268501,69,52.4815,0.379269,0,26.9776,50.1569,99.9973,-0.235079,-0.23058
172,0.265411,70,51.3438,0.33587,0,28.4578,46.9351,99.9972,-0.235255,-0.23058
173,0.232018,77,46.0555,0.312692,0,37.6374,46.1762,98.023,-0.240365,-0.23058
174,0.331257,52,67.2086,0.342078,0,24.3333,69.2344,100,-0.244089,-0.23058
175,0.281237,82,48.1253,0.334326,0,17.647,62.097,59.0512,-0.239351,-0.23058
176,0.219369,80,62.56,0.255366,0,46.905,66.9415,64.7197,-0.2342,-0.23058
177,0.202281,99,58.6474,0.300041,1,38.9408,25.2056,22.1787,-0.2408,-0.23058
178,0.198453,99,86.2711,0.129284,0,40.2519,34.4904,79.5664,-0.241701,-0.23058
179,0.252816,53,52.4315,0.223666,0,32.6561,72.4857,0.0195154,-0.236994,-0.23058
180,0.225243,99,85.4299,0.129518,0,26.4567,0.0182299,53.1311,-0.233731,-0.23058
181,0.194644,99,0.0188093,0.263399,1,48.4381,86.1446,63.2365,-0.238011,-0.23058
182,0.228666,99,10.4771,0.101704,0,28.3231,86.646,67.7483,-0.239051,-0.23058
183,0.0878462,99,49.1854,0.499169,0,98.1835,5.18851,15.7765,-0.232839,-0.23058
184,0.29488,40,95.1714,0.332293,1,38.3218,77.6311,3.43228,-0.232282,-0.23058
185,0.181285,99,98.5303,0.499951,1,61.5567,42.8441,34.1088,-0.239841,-0.23058
186,0.238613,63,46.715,0.499989,1,33.2035,42.6988,39.1761,-0.238301,-0.23058
187,0.459778,99,78.321,0.401825,0,36.3811,51.7971,45.6596,-0.235582,-0.23058
188,0.207251,99,87.5244,0.499987,0,48.0914,85.7243,16.8765,-0.230129,-0.230129
189,0.402524,99,96.7973,0.210156,1,44.2078,95.9507,66.2377,-0.239794,-0.230129
190,0.139632,99,47.8442,0.366866,1,81.9383,80.9806,0.0199413,-0.238881,-0.230129
191,0.225698,99,99.9955,0.32729,0,64.4265,99.9975,0.0181632,-0.235498,-0.230129
192,0.0189045,13,41.0798,0.153128,1,97.0827,39.9837,83.2464,-0.239681,-0.230129
193,0.225066,99,99.9946,0.338797,0,64.8632,99.9977,0.0186989,-0.241534,-0.230129
194,0.230607,99,93.5419,0.00273322,0,35.7693,50.4893,0.0196639,-0.233974,-0.230129
195,0.200966,99,45.9019,0.499985,0,40.6447,0.00977487,24.8484,-0.241366,-0.230129
196,0.240396,99,99.9985,0.261602,1,34.8616,99.0592,87.538,-0.236153,-0.230129
197,0.262058,45,99.9988,0.00396018,0,29.233,20.995,13.9504,-0.234769,-0.230129
198,0.226313,99,68.4672,0.499969,0,24.7225,56.7199,50.0011,-0.238198,-0.230129
199,0.291657,31,61.0582,0.37075,0,43.2689,99.9977,0.0200663,-0.239052,-0.230129
200,0.250784,72,64.2011,0.000148833,1,24.5737,0.687447,73.5504,-0.230167,-0.230129
201,0.215823,99,99.9965,0.00014697,0,37.0749,99.8835,98.5844,-0.240873,-0.230129
202,0.220945,59,88.5025,0.355954,0,27.7213,0.00982721,100,-0.233045,-0.230129
203,0.22881,99,0.0198837,0.0837898,0,29.4952,0.0101893,20.6472,-0.24006,-0.230129
204,0.291961,56,65.7196,0.000151753,1,29.3458,99.987,34.821,-0.233192,-0.230129
205,0.275524,99,100,0.0194585,1,26.0986,38.3412,40.6533,-0.233327,-0.230129
206,0.24825,42,22.2169,0.0566566,0,29.7909,87.4624,59.7286,-0.227953,-0.227953
207,0.250065,58,99.9971,0.000147195,0,18.0297,76.3285,96.712,-0.243298,-0.227953

Best eval with params:
eval (mc_estimate_expected_utility) = -0.227953
smdents_entropy_temp_visits_scale = 59.7286
smbts_search_temp_decay_visits_scale = 29.7909
smbts_epsilon = 0.0566566
smbts_search_temp = 22.2169
smdents_entropy_temp_init = 87.4624
smbts_use_search_temp_decay = 0
sm_split_visit_thresh = 42
sm_l_inf_thresh = 0.24825
