env_id,alg_id,search_runtime,max_trial_length,rollouts_per_mc_eval,num_repeats,num_threads
fruit-tree-stoch-depth-7,smdents,20,50,1024,5,16

hp_opt_iter,sm_l_inf_thresh,sm_split_visit_thresh,smbts_search_temp,smbts_epsilon,smbts_use_search_temp_decay,smbts_search_temp_decay_visits_scale,smdents_entropy_temp_init,smdents_entropy_temp_visits_scale,eval(mc_estimate_expected_utility),best_eval_so_far
153,0.431904,1,36.5377,0.5,0,0.0300323,99.9937,99.9941,3.87006,3.92418
154,0.273466,1,61.8574,0.36668,0,0.0643236,100,99.9862,3.86421,3.92418
155,0.499995,1,57.4469,0.306169,1,99.9991,99.9966,0.0229298,3.89137,3.92418
156,0.327741,1,65.5172,0.304857,1,99.9922,99.9926,99.9782,3.89654,3.92418
157,0.294337,1,46.27,0.323843,1,99.9966,99.998,99.9896,3.85427,3.92418
158,0.499999,1,62.5209,0.499961,0,0.0321916,99.9951,0.0276336,3.84924,3.92418
159,0.5,1,50.5026,0.255361,0,0.0911851,100,0.105065,3.91782,3.92418
160,0.5,1,51.0332,0.255382,0,0.0290515,100,0.0297056,3.83938,3.92418
161,0.328026,1,68.2158,0.297458,1,0.0292503,99.9939,0.0329029,3.83894,3.92418
162,0.499937,1,61.0708,0.25041,0,0.0294792,0.0300865,99.99,3.83428,3.92418
163,0.499948,1,37.4674,0.262119,1,0.116015,99.9803,99.7834,3.89195,3.92418
164,0.337867,52,26.2696,0.0340201,1,55.8336,40.8556,72.976,3.8559,3.92418
165,0.499982,29,46.4273,0.241346,1,99.9933,99.9945,0.0299978,3.86563,3.92418
166,0.499549,1,39.6807,0.261964,1,0.029601,99.9491,99.6312,3.84427,3.92418
167,0.27109,1,51.9055,0.499989,1,99.9976,0.0163108,99.9973,3.89678,3.92418
168,0.271507,1,51.9822,0.499987,1,99.9977,0.0156384,99.999,3.85385,3.92418
169,0.315984,1,44.8868,0.499996,0,99.9943,100,0.027586,3.84598,3.92418
170,0.228353,1,58.1346,0.5,1,0.0271656,0.0202308,99.9989,3.82976,3.92418
171,0.27538,1,48.5754,0.499907,1,99.9958,0.054558,0.071204,3.856,3.92418
172,0.255215,1,36.0109,0.499915,0,99.9914,0.0517191,99.9771,3.83396,3.92418
173,0.311564,1,54.2251,0.139812,1,99.9985,99.9658,99.9836,3.86815,3.92418
174,0.23563,1,52.1703,0.20939,1,99.9992,0.199313,0.212266,3.85297,3.92418
175,0.499964,57,0.060231,0.499956,0,99.9997,99.9857,99.9825,3.80462,3.92418
176,0.155323,35,99.998,0.499957,1,99.9951,0.0230885,99.9942,3.86047,3.92418
177,0.344996,1,49.3095,0.499669,1,100,99.9376,100,3.89259,3.92418
178,0.344999,1,49.3123,0.499689,1,99.8945,100,100,3.84162,3.92418
179,0.0001,1,100,0.0001,1,100,0.001,100,3.85819,3.92418
180,0.0001,49,100,0.169941,1,100,0.001,99.9969,3.80527,3.92418
181,0.5,1,100,0.5,1,0.01,100,100,3.84513,3.92418
182,0.212679,1,100,0.0001,1,100,100,100,3.8575,3.92418
183,0.279067,53,100,0.0001,1,100,100,100,3.8687,3.92418
184,0.281121,43,100,0.311696,1,100,100,100,3.84071,3.92418
185,0.308169,40,50.1282,0.5,1,100,100,100,3.81836,3.92418
186,0.15612,62,36.9406,0.309245,0,75.2518,17.227,81.1431,3.77409,3.92418
187,0.5,99,0.01,0.0001,0,100,100,100,3.44743,3.92418
188,0.000166512,27,55.0902,0.000159196,0,99.9996,99.9982,0.02776,3.8334,3.92418
189,0.000191939,14,53.6615,0.264507,1,0.0272002,99.9994,99.9965,3.87788,3.92418
190,0.499993,15,62.0404,0.1915,0,99.9998,99.9993,99.9967,3.87925,3.92418
191,0.49998,12,62.6076,0.299379,1,99.9954,99.9986,99.9943,3.84447,3.92418
192,0.499993,22,51.3748,0.000211914,0,0.0286112,99.9985,99.9956,3.82751,3.92418
193,0.000158995,1,60.3847,0.216864,0,99.9984,99.9998,0.0289735,3.85366,3.92418
194,0.5,26,14.9876,0.49999,0,99.9974,0.0209236,0.0339788,3.75606,3.92418
195,0.0001523,1,29.6648,0.241801,1,0.0159026,99.9966,0.0157158,3.79128,3.92418
196,0.499981,34,84.1736,0.000170538,1,99.9998,99.9987,0.0198682,3.82646,3.92418
197,0.498977,1,64.9748,0.386036,1,0.0996004,99.8223,99.7997,3.86272,3.92418
198,0.5,19,51.5432,0.252427,0,100,0.362724,100,3.83157,3.92418
