env_id,alg_id,search_runtime,max_trial_length,rollouts_per_mc_eval,num_repeats,num_threads
minecart-v0,smdents,20,50,1024,5,16

hp_opt_iter,sm_l_inf_thresh,sm_split_visit_thresh,smbts_search_temp,smbts_epsilon,smbts_use_search_temp_decay,smbts_search_temp_decay_visits_scale,smdents_entropy_temp_init,smdents_entropy_temp_visits_scale,eval(mc_estimate_expected_utility),best_eval_so_far
205,0.0001,89,0.082087,0.000879487,1,82.7152,84.9893,99.828,-0.477636,-0.477636
206,0.000204421,83,0.0541957,0.0012262,1,89.1754,100,99.8139,-0.69158,-0.477636
207,0.00025087,83,0.0429438,0.00104352,1,91.2404,100,99.9851,-0.623592,-0.477636
208,0.388581,99,55.7002,0.0940459,1,32.19,26.5575,58.8608,-1.06378,-0.477636

Best eval with params:
eval (mc_estimate_expected_utility) = -0.477636
smdents_entropy_temp_visits_scale = 99.828
smbts_search_temp_decay_visits_scale = 82.7152
smbts_epsilon = 0.000879487
smbts_search_temp = 0.082087
smdents_entropy_temp_init = 84.9893
smbts_use_search_temp_decay = 1
sm_split_visit_thresh = 89
sm_l_inf_thresh = 0.0001
