env_id,alg_id,search_runtime,max_trial_length,rollouts_per_mc_eval,num_repeats,num_threads
resource-gathering-timed-v0,smbts,20,50,1024,5,16

hp_opt_iter,sm_l_inf_thresh,sm_split_visit_thresh,smbts_search_temp,smbts_epsilon,smbts_use_search_temp_decay,smbts_search_temp_decay_visits_scale,eval(mc_estimate_expected_utility),best_eval_so_far
121,0.499988,49,0.0179764,0.499995,0,0.0177845,-0.237212,-0.228745
122,0.000144094,75,99.9994,0.499989,0,99.9981,-0.237499,-0.228745
123,0.00014285,92,99.9988,0.499995,0,99.9978,-0.237566,-0.228745
124,0.000137224,99,99.998,0.499991,0,99.9977,-0.237604,-0.228745
125,0.000143971,85,99.9992,0.499997,0,99.9977,-0.238512,-0.228745
126,0.000144458,74,99.999,0.499989,1,99.9976,-0.238997,-0.228745
127,0.000144499,36,99.9989,0.499995,0,99.9986,-0.242926,-0.228745
128,0.000144583,65,99.9978,0.000149558,0,0.0193796,-0.239416,-0.228745
129,0.000144407,93,99.999,0.499989,0,99.998,-0.233759,-0.228745
130,0.499993,78,99.999,0.499989,0,0.0195404,-0.240597,-0.228745
131,0.000149361,63,99.9993,0.499989,0,99.997,-0.232329,-0.228745
132,0.217687,52,32.5186,0.292214,0,2.80434,-0.240484,-0.228745
133,0.000143563,33,99.9978,0.000145143,1,0.0194612,-0.234888,-0.228745
134,0.000149628,34,99.9957,0.000161297,0,0.0195917,-0.234799,-0.228745
135,0.000573776,98,0.0357333,0.222062,1,0.107126,-0.232701,-0.228745
136,0.00102788,96,0.171101,0.221571,1,0.0833791,-0.239717,-0.228745
137,0.215379,22,100,0.232336,0,72.4641,-0.243543,-0.228745
138,0.213729,18,99.7461,0.201892,0,76.898,-0.236704,-0.228745
139,0.000144053,39,63.4259,0.0411697,1,58.6244,-0.23711,-0.228745
140,0.0505406,70,14.2109,0.000131672,1,57.8941,-0.238288,-0.228745
141,0.0440627,58,17.5509,0.000150544,1,60.5945,-0.239484,-0.228745
142,0.00015139,49,65.2781,0.000145756,1,55.6992,-0.242702,-0.228745
143,0.458476,10,20.5242,0.454683,1,20.5727,-0.242436,-0.228745
144,0.443559,13,21.274,0.49803,1,21.2928,-0.233042,-0.228745
145,0.484044,15,8.11202,0.476888,1,6.33197,-0.244019,-0.228745
146,0.499993,17,0.0185052,0.499989,1,0.0194811,-0.240146,-0.228745
147,0.000143974,13,0.0181787,0.000148858,0,99.9981,-0.240086,-0.228745
148,0.000148503,16,7.50442,0.000138736,0,99.9992,-0.235615,-0.228745
149,0.000143455,11,99.9964,0.000154853,0,99.9989,-0.23329,-0.228745
150,0.000660724,19,0.0756564,0.205334,1,0.0426311,-0.241897,-0.228745
151,0.000750745,27,0.0477369,0.217948,1,0.0157729,-0.24274,-0.228745
152,0.000144142,17,99.999,0.000148952,0,99.998,-0.235877,-0.228745
