env_id,alg_id,search_runtime,max_trial_length,rollouts_per_mc_eval,num_repeats,num_threads
minecart-deterministic-v0,smbts,20,50,1024,5,16

hp_opt_iter,sm_l_inf_thresh,sm_split_visit_thresh,smbts_search_temp,smbts_epsilon,smbts_use_search_temp_decay,smbts_search_temp_decay_visits_scale,eval(mc_estimate_expected_utility),best_eval_so_far
147,0.420236,44,100,0.277582,0,3.51088,-0.62855,0.0597195
148,0.387895,79,0.89047,0.00516312,1,95.0607,0.00692773,0.0597195
149,0.3774,79,0.737134,0.00463261,1,95.0983,0.0145401,0.0597195
150,0.386956,79,0.795324,0.00505959,1,94.9422,-0.0248487,0.0597195
151,0.396649,79,0.827276,0.00544953,1,95.1732,-0.0973009,0.0597195
152,0.377385,78,0.761223,0.0047479,1,95.056,0.0158621,0.0597195
153,0.372876,78,0.669279,0.0046671,1,95.0665,-0.260332,0.0597195
154,0.484386,79,0.752812,0.0001,1,95.2383,-0.112649,0.0597195
155,0.485975,79,0.843905,0.0001,1,95.2355,-0.138441,0.0597195
156,0.250112,79,0.761748,0.0160855,1,95.3016,-0.1403,0.0597195
157,0.0959672,79,48.5198,0.416344,0,33.6985,-0.658257,0.0597195
158,0.0195234,69,74.0732,0.15734,0,42.5404,-0.575169,0.0597195
159,0.0001,96,0.01,0.0744923,0,19.4761,-0.453864,0.0597195
160,0.270927,32,24.1332,0.105268,0,74.6395,-0.594826,0.0597195
161,0.0318497,1,100,0.392154,1,85.9545,-0.625802,0.0597195
162,0.11907,79,0.753648,0.0152336,1,94.9251,-0.275114,0.0597195
163,0.469558,11,36.4536,0.218198,1,60.1384,-0.594959,0.0597195
164,0.5,99,100,0.5,0,0.01,-0.646046,0.0597195
165,0.437634,99,100,0.433269,1,4.83585,-0.601389,0.0597195
166,0.487935,1,100,0.0001,0,100,-0.602938,0.0597195
167,0.485708,79,0.812087,0.0172101,1,95.2151,-0.03625,0.0597195
168,0.486069,79,0.873581,0.0166207,1,95.0477,-0.0312737,0.0597195
169,0.485655,79,0.95636,0.0175387,1,95.1458,0.00890852,0.0597195
170,0.0472341,2,99.927,0.310619,0,81.9346,-0.622072,0.0597195
171,0.485665,79,0.871796,0.017566,1,95.2165,0.0296858,0.0597195
172,0.5,79,0.740714,0.0170817,1,94.8961,-0.305632,0.0597195
173,0.118408,79,0.62931,0.0163422,1,95.1572,-0.241467,0.0597195
174,0.0572095,85,68.225,0.350911,0,78.2968,-0.570998,0.0597195
175,0.0554125,97,99.7112,0.147118,0,44.2931,-0.617118,0.0597195
176,0.0686541,97,67.6852,0.245355,0,42.2206,-0.605672,0.0597195
177,0.0001,76,4.1751,0.0001,0,37.9295,-0.619781,0.0597195
178,0.00620945,98,65.0239,0.0085418,0,85.7164,-0.595289,0.0597195
179,0.10134,2,0.177329,0.192197,0,99.9304,-0.535101,0.0597195
180,0.0001,4,51.7613,0.158582,0,100,-0.62087,0.0597195
181,0.319569,95,41.0333,0.056235,0,50.2405,-0.609819,0.0597195
182,0.393417,99,0.01,0.349388,0,11.895,-0.522626,0.0597195
183,0.378447,96,34.8775,0.295783,0,8.53696,-0.542946,0.0597195
184,0.322138,99,0.01,0.393162,1,100,-0.592393,0.0597195
185,0.0378309,78,10.2881,0.419993,1,8.09053,-0.612018,0.0597195
186,0.232413,90,43.7707,0.494406,1,100,-0.574548,0.0597195
187,0.0403286,55,26.1359,0.235073,0,40.4271,-0.569568,0.0597195
188,0.0413772,99,100,0.447837,1,100,-0.582858,0.0597195
189,0.308361,99,72.9487,0.439689,1,100,-0.578862,0.0597195
190,0.0001,97,34.7773,0.408522,1,100,-0.60503,0.0597195
191,0.439922,99,0.01,0.5,0,75.2014,-0.512554,0.0597195
192,0.447146,59,0.01,0.421603,0,95.4004,-0.569862,0.0597195
193,0.0001,99,100,0.5,1,100,-0.605628,0.0597195
194,0.0476561,99,77.4683,0.5,1,100,-0.644515,0.0597195
195,0.5,79,0.742952,0.00397591,1,95.1786,-0.139095,0.0597195
196,0.5,78,0.761399,0.0220254,1,95.153,-0.276571,0.0597195
197,0.0869021,99,100,0.358108,0,6.17706,-0.566489,0.0597195
198,0.0931125,76,69.2289,0.499414,0,90.9365,-0.633174,0.0597195
199,0.486424,79,0.813405,0.0001,1,94.8746,-0.0449512,0.0597195
200,0.5,79,0.856654,0.00389786,1,95.0681,-0.0292902,0.0597195
201,0.5,79,0.804598,0.00410922,1,95.1134,-0.204283,0.0597195
202,0.118227,79,0.826748,0.015545,1,95.1136,-0.491814,0.0597195
203,0.0001,78,26.6923,0.5,1,79.5046,-0.552385,0.0597195
204,0.5,78,0.913957,0.0178448,1,95.0212,-0.0791223,0.0597195
205,0.5,77,0.774265,0.0213301,1,95.085,-0.110265,0.0597195
206,0.00465807,97,53.934,0.44885,1,100,-0.576596,0.0597195
207,0.363498,97,39.314,0.189926,0,18.288,-0.642903,0.0597195
208,0.00125007,98,59.1221,0.442669,1,98.6277,-0.562135,0.0597195

Best eval with params:
eval (mc_estimate_expected_utility) = 0.0597195
smbts_search_temp_decay_visits_scale = 95.1029
smbts_epsilon = 0.0161068
smbts_search_temp = 0.834277
smbts_use_search_temp_decay = 1
sm_split_visit_thresh = 78
sm_l_inf_thresh = 0.368008
