env_id,alg_id,search_runtime,max_trial_length,rollouts_per_mc_eval,num_repeats,num_threads
deep-sea-treasure-vamplew-stoch,smdents,20,50,1024,5,16

hp_opt_iter,sm_l_inf_thresh,sm_split_visit_thresh,smbts_search_temp,smbts_epsilon,smbts_use_search_temp_decay,smbts_search_temp_decay_visits_scale,smdents_entropy_temp_init,smdents_entropy_temp_visits_scale,eval(mc_estimate_expected_utility),best_eval_so_far
97,0.49999,99,0.0193077,0.101051,0,99.9994,0.0100302,99.9981,-1.20504,-0.558463
98,0.000157146,99,18.0045,0.134556,1,99.9968,0.0084935,99.9953,-1.08371,-0.558463
99,0.000145352,99,0.0247154,0.13113,1,73.7314,0.0102579,99.9982,-1.20404,-0.558463
100,0.000154609,99,0.0213123,0.406403,1,99.9971,0.013638,99.9973,-2.14268,-0.558463
101,0.499974,99,0.0146363,0.5,1,54.5316,99.9989,0.0196351,-1.9602,-0.558463
102,0.000456573,1,0.22153,0.0001,1,99.9364,0.0934248,0.0853449,-1.81611,-0.558463
103,0.499987,99,0.0293494,0.444143,1,44.5431,99.9943,0.0304645,-1.62188,-0.558463
104,0.0001,99,0.01,0.5,0,100,100,0.01,-1.67102,-0.558463
105,0.000150783,99,36.5473,0.463304,0,100,99.998,0.0187642,-2.60405,-0.558463
106,0.499976,99,0.0169358,0.113331,1,99.9994,0.0102169,99.9992,-0.870714,-0.558463
107,0.499971,99,0.0176441,0.113942,1,99.999,0.00716471,99.9999,-1.17871,-0.558463
108,0.499996,99,0.0195122,0.0792404,1,99.9975,0.0109077,99.9973,-1.55086,-0.558463
109,0.000149828,99,27.4674,0.131908,0,99.9995,0.00968815,99.9972,-3.32665,-0.558463
110,0.499989,99,0.0194984,0.145737,1,75.0231,0.0111306,0.0194576,-1.31869,-0.558463
111,0.499988,99,19.3028,0.142672,1,99.9973,0.011724,0.0207475,-1.84084,-0.558463
112,0.499997,99,0.0185535,0.0916581,1,64.9064,0.0110363,0.0198954,-2.22502,-0.558463
113,0.000152973,99,0.0205536,0.0764066,0,54.6426,0.0105883,0.0206574,-1.72889,-0.558463
114,0.499989,1,0.0180795,0.0799218,1,99.9984,99.9973,99.9974,-1.39707,-0.558463
115,0.499991,99,0.0217403,0.139433,1,78.134,99.9978,99.997,-1.83863,-0.558463
116,0.5,1,0.01,0.0001,0,100,100,100,-2.51754,-0.558463
117,0.499966,10,0.0177488,0.118994,1,99.9985,0.0071939,99.9982,-2.3961,-0.558463
118,0.499961,99,39.5624,0.0822496,0,99.9997,99.9999,0.0200106,-3.24275,-0.558463
119,0.0001,99,0.01,0.5,1,0.01,0.001,0.01,-2.09303,-0.558463
120,0.000164788,99,0.0188716,0.435762,1,0.0230081,99.9986,99.9988,-2.55281,-0.558463
121,0.0001,1,0.01,0.5,0,100,0.001,100,-1.24932,-0.558463
122,0.0001,1,0.01,0.5,0,100,0.001,100,-1.55432,-0.558463
123,0.000127183,1,34.7376,0.499998,0,99.9983,0.00954962,99.9996,-3.12265,-0.558463
124,0.5,1,0.01,0.5,1,100,100,100,-2.41472,-0.558463
125,0.000135996,1,0.018933,0.427509,0,99.9992,0.0113697,0.0173015,-1.99104,-0.558463
126,0.499997,1,0.0194028,0.398732,1,99.9993,0.0109126,0.0199069,-2.37724,-0.558463
127,0.499981,99,0.0134818,0.5,0,44.9425,100,99.9965,-2.51143,-0.558463
128,0.0001,99,0.01,0.5,1,100,0.001,0.01,-1.44064,-0.558463
129,0.00015829,99,0.0204024,0.455856,1,100,0.0107853,0.0200893,-1.3257,-0.558463
130,0.000146347,99,51.0555,0.000149473,1,99.9995,99.9974,0.020385,-3.04585,-0.558463
131,0.00015929,99,36.3338,0.499988,1,99.9994,0.00855763,99.986,-1.82439,-0.558463
132,0.000159537,99,0.01,0.0001,1,66.83,0.00872926,99.998,-2.17625,-0.558463
133,0.000149489,99,20.6029,0.448468,1,99.9974,0.0106725,0.0200494,-1.62736,-0.558463
134,0.000154414,99,12.2883,0.0001,1,100,0.012429,100,-0.873781,-0.558463
135,0.000162605,99,12.2022,0.0001,1,100,0.00612539,99.998,-2.61773,-0.558463
136,0.000157258,99,48.1563,0.499991,1,99.9992,99.9977,0.0224959,-1.83255,-0.558463
137,0.000152103,99,13.5234,0.499991,1,59.6293,0.0107379,99.9948,-2.01916,-0.558463
138,0.499993,99,35.7428,0.499995,1,99.9994,0.0116626,99.9976,-2.01474,-0.558463
139,0.499987,1,52.0026,0.000147011,1,100,0.0135989,99.9982,-1.99397,-0.558463
